,medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
161,TV azteca,26/04/2023,Ciclista fue arrollado por el Tren al intentar ganarle el paso,playwright,playwright,156,9.61,https://www.aztecajalisco.com/azteca-noticias/ciclista-fue-arrollado-el-tren-al-intentar-ganarle-el-paso/,HTTP 404,"We and our partners process data for the following purposes:Share My Personal Information

Sigue informándote y mantente al día con los temas más relevantes"
166,TV azteca,18/04/2023,"De esta forma, los ciclistas se cuidan de los accidentes viales en el AMG",playwright,playwright,156,8.79,https://www.aztecajalisco.com/azteca-noticias/esta-forma-ciclistas-cuidan-accidentes-viales-amg/,HTTP 404,"We and our partners process data for the following purposes:Share My Personal Information

Sigue informándote y mantente al día con los temas más relevantes"
168,TV azteca,17/04/2023,Ciclovías en Guadalajara genera debate entre ciclistas y automovilistas,playwright,playwright,156,11.35,https://www.aztecajalisco.com/azteca-noticias/ciclovias-guadalajara-genera-debate-ciclistas-automovilistas/,HTTP 404,"We and our partners process data for the following purposes:Share My Personal Information

Sigue informándote y mantente al día con los temas más relevantes"
170,UDGTV,14/04/2023,Vía RecreActiva de Tlaquepaque crecerá 2 km; apoyan expertos de la cicloruta más grande de América Latina,playwright,playwright,113,5.62,https://udgtv.com/noticias/via-recreactiva-tlaquepaque-crecera-2km-apoyan-expertos-cicloruta-mas-grande-america-latina/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
181,Seminario laguna,07/03/2023,SIN REGLAMENTOS LA CICLOPISTA EN LA RIBERA DE CHAPALA,error,error,0,2.69,https://semanariolaguna.com/72513,HTTP 404,
183,UDGTV,28/02/2023,Buscan construir ciclovía en Ayotlán,playwright,playwright,113,4.43,https://udgtv.com/noticias/ocotlan-noticias/buscan-construir-ciclovia-ayotlan/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
187,Notisistema,09/02/2023,Suman 2 mil 640 ciclistas diarios en un solo sentido de Paseo Alcalde,playwright,playwright,252,5.13,https://www.notisistema.com/noticias/suman-2-mil-640-ciclistas-diarios-en-un-solo-sentido-de-paseo-alcalde/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
195,UDG  ,25/01/2023,Falta estrategia en la implementación de infraestructura ciclista en AMG,playwright,playwright,140,4.42,https://www.udg.mx/noticia/falta-estrategia-en-la-implementacion-de-infraestructura-ciclista-en-amg,HTTP 404,Derechos reservados ©2025. Universidad de Guadalajara. Sitio desarrollado porCGTA|Créditos de sitio|Política de privacidad y manejo de datos
196,Seminario Laguna,25/01/2023,EL TRAMO FUE ENTREGADO POR EL GOBIERNO DE JALISCO EL 17 DE DICIEMBRE,error,error,0,2.45,https://semanariolaguna.com/71618,HTTP 404,
200,UDGTV,23/01/2023,"Pese a beneficios por las obras en Javier Mina, algunos comerciantes se oponen a la ciclovía",playwright,playwright,113,4.5,https://udgtv.com/noticias/pese-beneficios-por-obras-javier-mina-comerciantes-oponen-ciclovia/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
207,UDGTV,16/01/2023,Sistema Mi Bici cierra 2022 con 10 % menos viajes que antes de la pandemia,playwright,playwright,113,4.58,https://udgtv.com/noticias/sistema-mi-bici-cierra-2022-10-menos-viajes-que-antes-de-pandemia/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
210,TV Azteca,03/01/2023,Video: Ciclista fue atropellado luego de una discusión en Zapopan,playwright,playwright,156,9.42,https://www.aztecajalisco.com/noticias/videos/ciclista-fue-atropellado-luego-de-una-discusion-en-zapopan/,HTTP 404,"We and our partners process data for the following purposes:Share My Personal Information

Sigue informándote y mantente al día con los temas más relevantes"
211,UDGTV,02/01/2023,Realiza Mi Bici una encuesta a usuarios para mejorar el servicio en 2023 ,playwright,playwright,113,5.11,https://udgtv.com/noticias/realiza-mi-bici-una-encuesta-a-usuarios-para-mejorar-servicio-en-2023/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
