,medio,fecha,titulo,nivel,estado,chars,segundos,url_final,error,texto
100,Meganoticias,13/07/2020,Aceptan vecinos la construcción de la ciclovía en Avenida Guadalupe,playwright,playwright,711,3.42,https://www.debate.com.mx/guadalajara/Aceptan-vecinos-la-construccion-de-la-ciclovia-en-Avenida-Guadalupe-20200713-0327.html,HTTP 403,"Lo sentimos pero tu petición ha sido bloqueada por razones de seguridad. Esto puede deberse al uso de una VPN o visitas desde países que no están permitidos.

Si consideras que esto es un error, por favor, escríbenos desdeeste formularioindicando tu correo. Gracias.

We are sorry but your request has been blocked. This may be due to using a VPN or visiting from countries that are not allowed.

If you think this is an error, please send us an email fromthis formwith your email address. Thanks.

Lamentamos mas o seu pedido foi bloqueado. Isso pode ser devido ao uso de VPN ou à visita de países não permitidos.

Se você acha que isso é um erro, envie-nos uma mensagem a partirdeste formuláriocom seu e-mail."
101,UDGTV,13/07/2020,Se reanuda obra de ciclovía de avenida Guadalupe; la ruta tendrá 4.2 kilómetros,playwright,playwright,113,6.77,https://udgtv.com/noticias/se-reanuda-obra-ciclovia-avenida-guadalupe-tendra-4-2-kilometros/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
102,Notisistema,13/07/2020,Modifican proyecto de ciclovía en la avenida Hidalgo,playwright,playwright,252,5.43,https://www.notisistema.com/noticias/modifican-proyecto-de-ciclovia-en-la-avenida-hidalgo/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
104,Mural,11/07/2020,Ciclovía en Avenida Guadalupe se queda en el carril derecho,playwright,playwright,147,6.54,https://www.mural.co/ciclovia-en-avenida-guadalupe-se-queda-en-el-carril-derecho/ar1985739,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
109,Telediario,11/07/2020,Obtiene Zapopan acuerdo con vecinos para continuar ciclovía en avenida Guadalupe,error,error,0,6.95,https://www.telediario.mx/local/zapopan-obtiene-zapopan-acuerdo-con-vecinos-para-continuar-ciclovia-en-avenida-guadalupe,HTTP 404,
113,Mural,09/07/2020,Ruedan a favor de la ciclovía de Avenida Guadalupe,playwright,playwright,147,11.51,https://www.mural.co/ruedan-a-favor-de-la-ciclovia-de-avenida-guadalupe/ar1984547?v=2,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
117,Lider 919,09/07/2020,"Socializa Ayuntamiento de Zapopan con habitantes de Avenida Guadalupe, sobre la construcción de la ciclovía; realizarán acuerdos",error,error,0,4.0,https://lider919.com/socializa-ayuntamiento-de-zapopan-con-habitantes-de-avenida-guadalupe-sobre-la-construccion-de-la-ciclovia-realizaran-acuerdos/,HTTP 404,
119,UDGTV,08/07/2020,"Bajo la lluvia y escoltada por policías, continúa la construcción de la ciclovía de Av. Guadalupe",playwright,playwright,113,6.21,https://udgtv.com/noticias/lluvia-continua-construccion-ciclovia-av-guadalupe/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
120,Notisistema,08/07/2020,Ayuntamiento zapopano advierte que ciclovía en Guadalupe va sí o sí,playwright,playwright,252,5.39,https://www.notisistema.com/noticias/ayuntamiento-zapopano-advierte-que-ciclovia-en-guadalupe-va-si-o-si/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
121,Notisistema,08/07/2020,Instalan quesadillas sobre la ciclovía de Guadalupe ante oposición de algunos vecinos,playwright,playwright,252,5.52,https://www.notisistema.com/noticias/instalan-quesadillas-sobre-la-ciclovia-de-guadalupe-ante-oposicion-de-algunos-vecinos/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
124,Lider 919,08/07/2020,Protestan por construcción de la ciclovía de Av. Guadalupe,error,error,0,4.68,https://lider919.com/protestan-por-construccion-de-la-ciclovia-de-av-guadalupe/,HTTP 404,
125,Mural,07/07/2020,Acusan vecinos de Guadalupe que Zapopan no escucha,playwright,playwright,147,7.88,https://www.mural.co/acusan-vecinos-de-guadalupe-que-zapopan-no-escucha/ar1983035,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
129,Cronica Jalisco,06/07/2020,Impiden obra de ciclovía en avenida Guadalupe; vecino destruyó un separador del carril,error,error,0,139.29,chrome-error://chromewebdata/,"ConnectTimeout: HTTPSConnectionPool(host='www.cronicajalisco.com', port=443): Max retries exceeded with url: /notas-impiden_obra_de_ciclovia_en_avenida_guadalupe_vecino_destruyo_un_separador_del_carril-100871-2020 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f06bf40ae90>, 'Connection to www.cronicajalisco.com timed out. (connect timeout=5)'))",
131,Lider 919,06/07/2020,Persiste polémica por ciclovía de Avenida Guadalupe; vecinos destruyen parte de la infraestructura,error,error,0,4.65,https://lider919.com/persiste-polemica-por-ciclovia-de-avenida-guadalupe-vecinos-destruyen-parte-de-la-infraestructura/,HTTP 404,
132,UDGTV,06/07/2020,Vecinos salen de madrugada a impedir obra de la ciclovía en avenida Guadalupe,playwright,playwright,113,6.67,https://udgtv.com/noticias/vecinos-salen-impedir-obra-ciclovia-avenida-guadalupe/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
133,Mural,06/07/2020,En pie de guerra vecinos de Avenida Guadalupe por ciclovía,playwright,playwright,147,8.09,https://www.mural.co/en-pie-de-guerra-vecinos-de-avenida-guadalupe-por-ciclovia/ar1981680,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
136,UDGTV,06/07/2020,"Ciclovía en Guadalupe seguirá proyecto original, sostiene el Ayuntamiento de Zapopan",playwright,playwright,113,5.99,https://udgtv.com/noticias/ciclovia-en-guadalupe-proyecto-original-zapopan/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
137,Mural,06/07/2020,Dañan vecinos ciclovía de Avenida Guadalupe,playwright,playwright,147,9.25,https://www.mural.co/danan-vecinos-ciclovia-de-avenida-guadalupe/ar1982118,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
138,Mural,27/06/2020,Ofrecen alternativas a ciclovía en disputa,playwright,playwright,147,6.79,https://www.mural.co/ofrecen-alternativas-a-ciclovia-en-disputa/ar1975490?v=2,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
139,UDGTV,27/06/2020,"Avala el Observatorio Ciudadano de Movilidad, la obra de la ciclovía en avenida Guadalupe",playwright,playwright,113,6.43,https://udgtv.com/noticias/avala-observatorio-ciudadano-movilidad-obra-ciclovia-guadalupe/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
140,Notisistema,26/06/2020,Descalifican vecinos de Av. Guadalupe al Observatorio Ciudadano de Movilidad,playwright,playwright,252,4.78,https://www.notisistema.com/noticias/descalifican-vecinos-de-av-guadalupe-al-observatorio-ciudadano-de-movilidad/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
141,Notisistema,26/06/2020,Vecinos de Guadalupe aseveran que seguirán su lucha contra ciclovía,playwright,playwright,252,5.42,https://www.notisistema.com/noticias/vecinos-de-guadalupe-aseveran-que-seguiran-su-lucha-contra-ciclovia/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
142,Lider 919,26/06/2020,Respalda Observatorio Ciudadano de Movilidad ciclovía de Avenida Guadalupe,error,error,0,4.26,https://lider919.com/respalda-observatorio-ciudadano-de-movilidad-ciclovia-de-avenida-guadalupe/,HTTP 404,
143,UDGTV,26/06/2020,Vecinos de la avenida Guadalupe insisten contra construcción de ciclovía,playwright,playwright,113,5.7,https://udgtv.com/noticias/vecinos-la-avenida-guadalupe-insisten-construccion-ciclovia/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
148,Mural,25/06/2020,Piden continuar con ciclovía emergente en Guadalupe,playwright,playwright,147,9.17,https://www.mural.co/piden-continuar-con-ciclovia-emergente-en-guadalupe/ar1974590?v=3,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
149,Notisistema,18/06/2020,Sentencia autoridad zapopana que ciclovía de Guadalupe no tendrá cambios,playwright,playwright,252,4.6,https://www.notisistema.com/noticias/sentencia-autoridad-zapopana-que-ciclovia-de-guadalupe-no-tendra-cambios/?utm_source=dlvr.it&utm_medium=facebook,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
150,Mural,17/06/2020,Van contra ciclovía; les piden diálogo,playwright,playwright,147,10.03,https://www.mural.co/van-contra-ciclovia-les-piden-dialogo/ar1967704?v=2,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
154,Notisistema,16/06/2020,"Realizan cambios en ciclovía de Guadalupe, pero no todo lo solicitado por vecino",playwright,playwright,252,6.09,https://www.notisistema.com/noticias/realizan-cambios-en-ciclovia-de-guadalupe-pero-no-todo-lo-solicitado-por-vecinos/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
155,Notisistema,16/06/2020,Amagan con impedir trabajos de la ciclovía de avenida Guadalupe,playwright,playwright,252,5.81,https://www.notisistema.com/noticias/amagan-con-impedir-trabajos-de-la-ciclovia-de-avenida-guadalupe/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
163,Lider 919,11/06/2020,Colectivo dice Sí a la Ciclovía de Avenida Guadalupe,error,error,0,3.65,https://lider919.com/colectivo-dice-si-a-la-ciclovia-de-avenida-guadalupe/,HTTP 404,
165,Mural,10/06/2020,Chocan' por ciclovía en Avenida Guadalupe,playwright,playwright,147,10.15,https://www.mural.co/chocan-por-ciclovia-en-avenida-guadalupe/ar1963567,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
167,Lider 919,10/06/2020,"Entrega Ayuntamiento de Zapopan 140 bicicletas a los 14 mercados municipales, para promover el servicio a domicilio",error,error,0,3.23,https://lider919.com/entrega-ayuntamiento-de-zapopan-140-bicicletas-a-los-14-mercados-municipales-para-promover-el-servicio-a-domicilio/,HTTP 404,
168,Mural,06/06/2020,Piden vecinos planeación en ciclovía emergente,playwright,playwright,147,10.31,https://www.mural.co/piden-vecinos-planeacion-en-ciclovia-emergente/ar1960302?v=2,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
171,Cronica Jalisco,03/06/2020,En el Día Mundial de la Bicicleta celebran que la ciudad tiene más de 100 kms de ciclovías,error,error,0,140.2,chrome-error://chromewebdata/,"ConnectTimeout: HTTPSConnectionPool(host='www.cronicajalisco.com', port=443): Max retries exceeded with url: /notas-en_el_dia_mundial_de_la_bicicleta_celebran_que_la_ciudad_tiene_mas_de_100_kms_de_ciclovias-99863-2020 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f06be549d10>, 'Connection to www.cronicajalisco.com timed out. (connect timeout=5)'))",
172,Lider 919,03/06/2020,Guadalajara celebra el Día Mundial de la Bicicleta,error,error,0,4.21,https://lider919.com/guadalajara-celebra-el-dia-mundial-de-la-bicicleta/,HTTP 404,
175,Notisistema,02/06/2020,Ciclista si ven con buenos ojos una ciclovía enLas Torres para evitar el Periférico,playwright,playwright,252,6.3,https://www.notisistema.com/noticias/ciclista-si-ven-con-buenos-ojos-una-ciclovia-enlas-torres-para-evitar-el-periferico/,HTTP 404,"Derechos Reservados - Notisistema 2018 |Defensoría de Audiencia|Aviso de Privacidad

Notisistema utiliza cookies para ofrecerte una mejor experiencia de navegación y entrega de publicidad. Al navegar en nuestro sitio aceptas las cookies que utilizamos."
184,Mural,26/05/2020,Baja uso de Mi Bici por coronavirus,playwright,playwright,147,8.84,https://www.mural.co/baja-uso-de-mi-bici-por-coronavirus/ar1952073?v=2,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
186,UDGTV,26/05/2020,Implementan ciclovías emergentes en Guadalajara para evitar saturación del transporte,playwright,playwright,113,6.06,https://udgtv.com/noticias/ciclovias-emergentes-guadalajara-evitar-saturacion-transporte/,HTTP 404,No se pudo encontrar la página solicitada. Esto podría ser un error ortográfico en la URL o una página eliminada.
187,Lider 919,22/05/2020,Piden habilitar red de ciclovías emergentes como parte de la estrategia contra el COVID-19,error,error,0,4.06,https://lider919.com/piden-habilitar-red-de-ciclovias-emergentes-como-parte-de-la-estrategia-contra-el-covid-19/,HTTP 404,
188,Mural,21/05/2020,Habilitará Zapopan 3 ciclovías emergentes,playwright,playwright,147,13.7,https://www.mural.co/habilitara-zapopan-3-ciclovias-emergentes/ar1946613,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
191,Mural,18/05/2020,Instalará Zapopan ciclovías emergentes ante coronavirus,playwright,playwright,147,5.85,https://www.mural.co/instalara-zapopan-ciclovias-emergentes-ante-coronavirus/ar1944991,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
192,Mural,18/05/2020,Va al 94% renovación de ciclovía en Federalismo,playwright,playwright,147,9.45,https://www.mural.co/va-al-94-renovacion-de-ciclovia-en-federalismo/ar1945653,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
195,Mural,01/04/2020,Llegan 450 bicicletas para MiBici,playwright,playwright,147,8.06,https://www.mural.co/llegan-450-bicicletas-para-mibici/ar1909289?v=2,HTTP 404,"While we can fix your team, we unfortunately can’t do much about this non-existent page. Visit the menu above or the links below to keep exploring."
